year,state_fips,state_abbr,state_name,region,division,total_jail_pop,male_jail_pop,female_jail_pop,black_jail_pop,black_male_jail_pop,black_female_jail_pop,latinx_jail_pop,latinx_male_jail_pop,latinx_female_jail_pop,white_jail_pop,white_male_jail_pop,white_female_jail_pop,native_jail_pop,aapi_jail_pop,other_race_jail_pop,total_pretrial_custody,total_pretrial_juris,total_jail_from_fed,total_jail_from_prison,total_jail_from_other_jail,total_jail_from_bia,total_jail_from_bop,total_jail_from_ice,total_jail_from_marshals,total_jail_from_other_fed,total_contracted_out,total_contracted_in,total_jail_admits,male_jail_admits,female_jail_admits,total_jail_discharges,male_jail_discharges,female_jail_discharges,jail_rated_capacity,total_sentenced_custody,is_unified_state,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,black_male_prison_pop,black_female_prison_pop,latinx_prison_pop,latinx_male_prison_pop,latinx_female_prison_pop,white_prison_pop,white_male_prison_pop,white_female_prison_pop,native_prison_pop,native_male_prison_pop,native_female_prison_pop,aapi_prison_pop,aapi_male_prison_pop,aapi_female_prison_pop,other_race_prison_pop,other_race_male_prison_pop,other_race_female_prison_pop,total_prison_admits,male_prison_admits,female_prison_admits,black_prison_admits,black_male_prison_admits,black_female_prison_admits,latinx_prison_admits,latinx_male_prison_admits,latinx_female_prison_admits,white_prison_admits,white_male_prison_admits,white_female_prison_admits,native_prison_admits,native_male_prison_admits,native_female_prison_admits,aapi_prison_admits,aapi_male_prison_admits,aapi_female_prison_admits,other_race_prison_admits,other_race_male_prison_admits,other_race_female_prison_admits,total_pop_15to64,male_pop_15to64,female_pop_15to64,black_pop_15to64,black_male_pop_15to64,black_female_pop_15to64,latinx_pop_15to64,latinx_male_pop_15to64,latinx_female_pop_15to64,white_pop_15to64,white_male_pop_15to64,white_female_pop_15to64,native_pop_15to64,native_male_pop_15to64,native_female_pop_15to64,aapi_pop_15to64,aapi_male_pop_15to64,aapi_female_pop_15to64,total_incarceration,total_incarceration_rate,total_jail_pop_rate,male_jail_pop_rate,female_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,white_jail_pop_rate,native_jail_pop_rate,aapi_jail_pop_rate,total_pretrial_custody_rate,total_sentenced_custody_rate,total_jail_admits_rate,male_jail_admits_rate,female_jail_admits_rate,total_jail_discharges_rate,male_jail_discharges_rate,female_jail_discharges_rate,total_prison_pop_rate,male_prison_pop_rate,female_prison_pop_rate,black_prison_pop_rate,black_male_prison_pop_rate,black_female_prison_pop_rate,latinx_prison_pop_rate,latinx_male_prison_pop_rate,latinx_female_prison_pop_rate,white_prison_pop_rate,white_male_prison_pop_rate,white_female_prison_pop_rate,native_prison_pop_rate,native_male_prison_pop_rate,native_female_prison_pop_rate,aapi_prison_pop_rate,aapi_male_prison_pop_rate,aapi_female_prison_pop_rate,total_prison_admits_rate,male_prison_admits_rate,female_prison_admits_rate,black_prison_admits_rate,black_male_prison_admits_rate,black_female_prison_admits_rate,latinx_prison_admits_rate,latinx_male_prison_admits_rate,latinx_female_prison_admits_rate,white_prison_admits_rate,white_male_prison_admits_rate,white_female_prison_admits_rate,native_prison_admits_rate,native_male_prison_admits_rate,native_female_prison_admits_rate,aapi_prison_admits_rate,aapi_male_prison_admits_rate,aapi_female_prison_admits_rate
1986,53,WA,Washington,West,Pacific,4105.97,3803.76,302.21,754.28,,,325.9,,,2800.17,,,181.97,45.22,0,1837.08,,145.6,181.2,60.8,,,23.4,,70,,,34426.81,,,34234.54,,,4371.89,2268.89,false,6603,222,6381,1241,1182,59,366,360,6,4621,4484,137,258,242,16,47,46,1,67,,,2702,2556,132,448,,,173,,,1817,,,74,,,,,,37,,,2975079,1500124,1474955,,,,,,,,,,,,,,,,10527.77,353.87,138.01,253.56,20.49,,,,,,,,1157.17,,,1150.71,,,221.94,425.36,15.05,,,,,,,,,,,,,,,,90.82,170.39,8.95,,,,,,,,,,,,,,,
1985,53,WA,Washington,West,Pacific,3972.96,3671.83,301.14,612.47,,,315.37,,,2832.62,,,177.93,34.57,0,1673.73,,138.9,122.3,64.7,,,4.6,,42,,,34433.22,,,34218.17,,,4023.1,2299.23,false,6919,230,6689,1273,1218,55,384,370,14,4863,4712,151,267,260,7,51,48,3,92,,,2842,2711,92,351,,,132,,,1780,,,52,,,,,,41,,,2938540,1482037,1456503,,,,,,,,,,,,,,,,10769.66,366.5,135.2,247.76,20.68,,,,,,,,1171.78,,,1164.46,,,235.46,451.34,15.79,,,,,,,,,,,,,,,,96.71,182.92,6.32,,,,,,,,,,,,,,,
1984,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6821,254,6567,1293,1214,79,372,359,13,4735,4591,144,282,270,12,38,36,2,94,,,2525,2372,,,,,,,,,,,,,,,,,,,,2903652,1464765,1438887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.91,448.33,17.65,,,,,,,,,,,,,,,,86.96,161.94,,,,,,,,,,,,,,,,
1983,53,WA,Washington,West,Pacific,3728.36,3487.3,238.06,525.04,,,339.57,,,2656.02,,,173.05,34.42,3.34,1446.05,,160,268.07,108,,,44,,58,,,38789.48,,,38323.69,,,4552.31,2282.31,false,6658,242,6416,1290,1211,79,336,328,8,4584,4448,136,262,247,15,43,42,1,,,,2796,2663,,,,,,,,,,,,,,,,,,,,2872656,1449164,1423492,,,,,,,,,,,,,,,,10118.29,352.23,129.79,240.64,16.72,,,,,,,,1350.3,,,1334.09,,,231.77,442.74,17,,,,,,,,,,,,,,,,97.33,183.76,,,,,,,,,,,,,,,,
1982,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6264,246,6018,1228,1158,70,281,277,4,4458,4304,154,237,223,14,38,38,0,,,,2849,2682,,,,,,,,,,,,,,,,,,,,2865079,1444004,1421075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.63,416.76,17.31,,,,,,,,,,,,,,,,99.44,185.73,,,,,,,,,,,,,,,,
1981,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,5336,212,5124,1106,1042,64,221,214,7,3727,3604,123,211,197,14,38,38,0,,,,2961,2794,,,,,,,,,,,,,,,,,,,,2843803,1433723,1410080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.64,357.39,15.03,,,,,,,,,,,,,,,,104.12,194.88,,,,,,,,,,,,,,,,
1980,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4399,190,4209,902,845,57,191,188,3,3267,3147,120,171,160,11,40,40,0,,,,2453,2315,,,,,,,,,,,,,,,,,,,,2791587,1406532,1385055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.58,299.25,13.72,,,,,,,,,,,,,,,,87.87,164.59,,,,,,,,,,,,,,,,
1979,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4342,205,4137,918,848,70,200,192,8,3357,3227,130,177,167,10,41,39,2,,,,2287,2146,,,,,,,,,,,,,,,,,,,,2686572,1353021,1333551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.62,305.76,15.37,,,,,,,,,,,,,,,,85.13,158.61,,,,,,,,,,,,,,,,
1978,53,WA,Washington,West,Pacific,2702.89,2529.1,177.09,378.64,,,281.55,,,1881.07,,,130.63,22.48,2.68,1172.96,,107,150,91,,,,,,,,29796,,,29354,,,4158.33,1529.93,false,4487,236,4251,914,843,71,175,171,4,3373,3228,145,180,171,9,21,21,0,,,,2518,2347,,,,,,,,,,,,,,,,,,,,2588353,1303333,1285020,,,,,,,,,,,,,,,,7039.89,271.98,104.43,194.05,13.78,,,,,,,,1151.16,,,1134.08,,,173.35,326.16,18.37,,,,,,,,,,,,,,,,97.28,180.08,,,,,,,,,,,,,,,,
1977,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497041,1257212,1239829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427802,1222025,1205777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359403,1186654,1172749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292310,1150587,1141723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224149,1114016,1110133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185932,1095595,1090337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169659,1086498,1083161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,53,WA,Washington,West,Pacific,2277,2122.91,120.09,345.29,,,182.86,,,1624.36,,,101.22,20.55,3.18,1113,,,,,,,,,,,,,,,,,,3876,1164,false,2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140767,1071575,1069192,,,,,,,,,,,,,,,,5141,240.15,106.36,198.11,11.23,,,,,,,,,,,,,,133.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111885,1056657,1055228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,53,WA,Washington,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,55,WI,Wisconsin,Midwest,East North Central,10910.5,9312.51,1696.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,55,WI,Wisconsin,Midwest,East North Central,10827.83,9213.26,1447.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17602.5,,false,23190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3767140,1911785,1855355,265669,131489,134180,314110,162947,151163,3004311,1527071,1477240,38693,19432,19261,144357,70846,73511,34017.83,903.01,287.43,481.92,78.01,,,,,,,,,,,,,,615.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,55,WI,Wisconsin,Midwest,East North Central,10568.5,9003.97,1564.53,1613.67,,,324.21,,,2090,,,150.89,59.73,111.48,2358.04,,333.38,91.71,81.34,0,7.5,106.38,219.5,0,,,27714.43,,,28032.69,,,17413.5,1624.46,false,22396.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3767140,1911785,1855355,265669,131489,134180,314110,162947,151163,3004311,1527071,1477240,38693,19432,19261,144357,70846,73511,32873.04,872.63,280.54,470.97,84.33,607.4,103.22,69.57,389.97,41.38,1633.48,1125.31,735.69,,,744.14,,,594.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,55,WI,Wisconsin,Midwest,East North Central,9732.5,8135.18,1353.32,2742.96,,,330.75,,,2354.22,,,129.21,81.23,125.62,3593.16,,306.07,110.71,64.33,0,11,58.35,236.72,0,,,54249.65,,,54991.88,,,17131,1925.09,false,20873,1370,19503,8312,8069,243,2168,2078,90,9153,8243,910,985,876,109,249,233,16,,,,5486,4949,,,,,,,,,,,,,,,,,,,,3769839,1912865,1856974,262852,130040,132812,302941,157375,145566,3026543,1537754,1488789,38622,19448,19174,138881,68248,70633,30494.79,808.91,258.17,425.29,72.88,1043.54,109.18,77.79,334.55,58.49,2587.22,1386.14,1439.04,,,1458.73,,,553.68,1019.57,73.78,3162.24,6205.01,182.97,715.65,1320.41,61.83,302.42,536.04,61.12,2550.36,4504.32,568.48,179.29,341.4,22.65,145.52,258.72,,,,,,,,,,,,,,,,
2021,55,WI,Wisconsin,Midwest,East North Central,9635.75,7962.23,1148.27,2576.21,,,304.72,,,2456.4,,,190.66,89.75,73.52,3342.39,,337.46,386.25,66.81,0,9.06,91.08,237.31,0,,,52609.71,18780.31,6009.11,52004.75,18176.57,6169.63,17034,1825.36,false,20202,1249,18953,8200,7970,230,1918,1851,67,8947,8098,849,886,796,90,244,231,13,,,,4770,4353,,,,,,,,,,,,,,,,,,,,3775520,1915754,1859766,261762,129169,132593,293602,152912,140690,3046245,1547629,1498616,38428,19274,19154,135483,66770,68713,29451.5,780.06,255.22,415.62,61.74,984.18,103.79,80.64,496.15,66.24,2467.02,1347.3,1393.44,980.31,323.11,1377.42,948.79,331.74,535.08,989.32,67.16,3132.62,6170.21,173.46,653.27,1210.5,47.62,293.71,523.25,56.65,2305.61,4129.92,469.88,180.1,345.96,18.92,126.34,227.22,,,,,,,,,,,,,,,,
2020,55,WI,Wisconsin,Midwest,East North Central,9026.5,7799.76,1103.74,2489.93,,,250.39,,,2319.69,,,131.66,81.75,29.32,3124.33,,376.81,506.19,88.06,0,3,120.63,253.19,0,,,80011.63,60109.27,16850.36,77373.54,57903.4,16484.4,17027.25,1944.17,false,20298,1264,19034,8542,8263,279,1823,1755,68,8879,8075,804,789,696,93,256,237,19,,,,2908,2528,,,,,,,,,,,,,,,,,,,,3803886,1931254,1872632,263489,130835,132654,285930,149169,136761,3081865,1565802,1516063,38687,19453,19234,133915,65995,67920,28818.31,757.6,237.3,403.87,58.94,944.98,87.57,75.27,340.32,61.05,2333.07,1451.79,2103.42,3112.45,899.82,2034.07,2998.23,880.28,533.61,985.58,67.5,3241.88,6315.59,210.32,637.57,1176.52,49.72,288.1,515.71,53.03,2039.44,3577.85,483.52,191.17,359.12,27.97,76.45,130.9,,,,,,,,,,,,,,,,
2019,55,WI,Wisconsin,Midwest,East North Central,12434,10349.47,1870.53,3778.99,,,553.68,,,6256.6,,,556.91,172.4,260.91,6087.54,,584.34,715.75,213.75,0,7,315.84,261.5,0,,,77725.71,59491.5,17414.13,72191.95,55922.1,15121.93,17470.78,5126.96,false,23956,1551,22405,10003,9658,345,1871,1825,46,10815,9790,1025,972,854,118,282,265,17,13,13,,5270,4679,,,,,,,,,,,,,,,,,,,,3812667,1934233,1878434,262244,129882,132362,277556,144905,132651,3102744,1575324,1527420,38594,19378,19216,131529,64744,66785,35674.25,935.68,326.12,535.07,99.58,1441.02,199.48,201.65,1443,131.07,4628.29,3897.97,2038.62,3075.72,927.06,1893.48,2891.18,805.03,628.33,1158.34,82.57,3814.39,7435.98,260.65,674.1,1259.45,34.68,348.56,621.46,67.11,2518.53,4407.06,614.07,214.4,409.3,25.45,138.22,241.9,,,,,,,,,,,,,,,,
2018,55,WI,Wisconsin,Midwest,East North Central,13468,11189.9,2054.1,3914.37,,,501.15,,,7361.77,,,704.45,188.21,92.97,7173.05,,594.08,500.55,232.12,0,7.4,374.46,259.06,2.16,,,55621.79,41826.45,12797.34,52331.17,38502.24,10582.08,17932.97,5928.95,false,24064,1591,22473,10065,9693,372,1887,1838,49,10899,9860,1039,928,810,118,271,259,12,13,12,1,7056,6317,,,,,,,,,,,,,,,,,,,,3817065,1934663,1882402,260968,128961,132007,269289,140726,128563,3120357,1582802,1537555,38353,19230,19123,128098,62944,65154,37031.45,970.16,352.84,578.39,109.12,1499.94,186.1,235.93,1836.75,146.93,5599.66,4628.45,1457.19,2161.95,679.84,1370.98,1990.13,562.16,630.43,1161.6,84.52,3856.79,7516.23,281.8,700.73,1306.08,38.11,349.29,622.95,67.57,2419.63,4212.17,617.06,211.56,411.48,18.42,184.85,326.52,,,,,,,,,,,,,,,,
2017,55,WI,Wisconsin,Midwest,East North Central,13337,11078.76,2020.24,4196.2,,,634.5,,,7521.75,,,651.12,219.41,158.68,6971.18,,604.09,492.08,326.81,0,9.8,333.85,256.1,4.34,,,52909.08,41730.2,12928.63,50798.08,37242.32,10303.56,17778.21,5990.82,false,23945,1620,22325,9852,9501,351,1992,1951,41,10922,9836,1086,900,775,125,266,250,16,10,9,1,6919,6136,,,,,,,,,,,,,,,,,,,,3819350,1933909,1885441,259712,128115,131597,258622,135264,123358,3136560,1589459,1547101,38201,19083,19118,126255,61988,64267,36789.92,963.25,349.2,572.87,107.15,1615.71,245.34,239.81,1704.46,173.78,5521.51,4745.02,1385.29,2157.82,685.71,1330.02,1925.75,546.48,626.94,1154.4,85.92,3793.43,7415.99,266.72,770.24,1442.36,33.24,348.22,618.83,70.2,2355.96,4061.21,653.83,210.68,403.3,24.9,181.16,317.28,,,,,,,,,,,,,,,,
2016,55,WI,Wisconsin,Midwest,East North Central,12898,10561.03,1895.97,3690.81,,,701.76,,,7086.77,,,584.23,214.18,150.97,6741.32,,632.17,372.63,279.43,0,14.2,392.31,219.16,6.5,,,52554.75,40381.59,12157.41,50933.19,37417,10354.89,17778.46,5814.68,false,23377,1488,21889,9622,9306,316,2027,1979,48,10625,9613,1012,839,741,98,252,239,13,134,162,12,6649,5917,,,,,,,,,,,,,,,,,,,,3821999,1934221,1887778,257780,126930,130850,249928,130997,118931,3154202,1597334,1556868,37989,19006,18983,122100,59954,62146,35902.37,939.36,337.47,546.01,100.43,1431.77,280.78,224.68,1537.89,175.41,5521.15,4762.23,1375.06,2087.74,644.01,1332.63,1934.47,548.52,611.64,1131.67,78.82,3732.64,7331.6,241.5,811.03,1510.72,40.36,336.85,601.82,65,2208.53,3898.77,516.25,206.39,398.64,20.92,173.97,305.91,,,,,,,,,,,,,,,,
2015,55,WI,Wisconsin,Midwest,East North Central,12523,10345.73,1755.27,3692.58,,,779.73,,,6706.21,,,555.79,185.34,175.41,6014.03,,673.25,403.18,296.55,0,7.6,412.78,244.21,8.66,,,50930,39106.27,11823.73,50371.63,37573.16,10400.07,17712.2,6188.97,false,22975,1408,21567,9330,8998,332,2034,1989,45,10604,9663,941,762,680,82,232,225,7,109,135,7,6480,5778,,,,,,,,,,,,,,,,,,,,3825412,1934446,1890966,256390,126114,130276,241473,126695,114778,3172307,1605218,1567089,37800,18907,18893,117442,57512,59930,35094.82,917.41,327.36,534.82,92.82,1440.22,322.91,211.4,1470.34,157.81,5120.85,5269.81,1331.36,2021.57,625.27,1316.76,1942.32,549.99,600.59,1114.89,74.46,3638.99,7134.81,254.84,842.33,1569.91,39.21,334.27,601.97,60.05,2015.87,3596.55,434.02,197.54,391.22,11.68,169.39,298.69,,,,,,,,,,,,,,,,
2014,55,WI,Wisconsin,Midwest,East North Central,12617,10499.78,1716.22,3417.65,,,1014.56,,,6759.89,,,579.82,180.02,162.72,5628.01,,705.77,356.7,371.43,0,12,436.67,246.26,10.84,,,49851.25,37908.54,10941.21,47159.08,34419.9,9581.13,16925.96,6667.99,false,22597,1378,21219,9141,8817,324,2049,2005,44,10457,9540,917,704,625,79,234,220,14,148,138,12,6151,5487,798,3160,3012,148,705,686,19,4509,3943,566,358,305,54,86,74,12,57,50,7,3827377,1933775,1893602,254793,125300,129493,234201,123070,111131,3188111,1611459,1576652,37761,18854,18907,112511,55092,57419,34857.3,910.74,329.65,542.97,90.63,1341.34,433.2,212.03,1535.5,160,5002.19,5926.52,1302.49,1960.34,577.8,1232.15,1779.93,505.97,590.4,1097.28,72.77,3587.62,7036.71,250.21,874.89,1629.15,39.59,328,592.01,58.16,1864.36,3314.95,417.83,207.98,399.33,24.38,160.71,283.75,42.14,1240.22,2403.83,114.29,301.02,557.41,17.1,141.43,244.69,35.9,948.07,1617.69,285.61,76.44,134.32,20.9
2013,55,WI,Wisconsin,Midwest,East North Central,13269,10601.67,1699.33,3529.28,,,1003.69,,,7150.39,,,549.89,152.58,32.29,6272.52,,884.31,485.86,651.26,0,9,536.43,212.88,126,,,48703.95,45178.86,11855.59,43006.81,30421.53,9269.68,17590.14,6840.48,false,22471,1239,21232,9167,8859,308,1990,1943,47,10411,9603,808,665,594,71,220,215,5,139,137,4,7361,6759,701,3170,3039,132,667,651,16,4470,3960,510,278,235,43,72,71,1,44,44,0,3826417,1932587,1893830,252499,124065,128434,227801,120093,107708,3200824,1616819,1584005,37546,18767,18779,107747,52843,54904,35254.14,921.34,346.77,548.57,89.73,1397.74,440.6,223.39,1464.58,141.61,5821.53,6348.65,1272.83,2337.74,626.01,1123.94,1574.14,489.47,587.26,1098.63,65.42,3630.51,7140.61,239.81,873.57,1617.91,43.64,325.26,593.94,51.01,1771.16,3165.13,378.08,204.18,406.87,9.11,192.37,349.74,37.01,1255.45,2449.52,102.78,292.8,542.08,14.85,139.65,244.93,32.2,740.43,1252.2,228.98,66.82,134.36,1.82
2012,55,WI,Wisconsin,Midwest,East North Central,12826,11025.96,1680.04,3664.7,,,1114.95,,,7318.85,,,580.69,148.32,39.93,6290.08,,615.76,361.78,536.59,0,9.61,392.78,200.87,12.5,,,52801.25,42615.26,11295.49,53531.75,39428.73,10629.87,17709.74,6364.92,false,22600,1225,21375,9341,8991,350,2122,2068,54,10220,9463,757,660,604,56,221,213,8,140,135,8,6200,5637,696,2995,2820,175,607,591,16,4163,3701,462,304,268,36,72,66,6,44,40,5,3822164,1929886,1892278,250544,122969,127575,221742,117490,104252,3209917,1620391,1589526,37296,18645,18651,102665,50391,52274,35064.22,917.39,335.57,571.33,88.78,1462.7,502.81,228.01,1556.98,144.47,6126.8,6199.7,1381.45,2208.17,596.93,1400.56,2043.06,561.75,591.29,1107.58,64.74,3728.29,7311.6,274.35,956.97,1760.15,51.8,318.39,583.99,47.62,1769.63,3239.47,300.25,215.26,422.69,15.3,162.21,292.09,36.78,1195.4,2293.26,137.17,273.74,503.02,15.35,129.69,228.4,29.07,815.1,1437.38,193.02,70.13,130.98,11.48
